probe	BLCA	CESC	ESCA	HNSC	LUSC
cg07570470	-1.560794412935884e-08	-3.0497967218982844e-08	-3.836787896083216e-07	-3.567460210697222e-07	-9.994335426239953e-06
cg07486474	6.544502947791742e-08	-4.163115224276037e-08	-4.4839323637163586e-07	-3.5446110178333213e-07	2.829501136497187e-06
cg22287064	-1.7017538437116287e-05	1.0153943442929858e-05	7.924303008977063e-07	-7.284958141411834e-05	-0.0004728186013416291
cg26479667	-1.071241532746292e-07	-2.0122694643909254e-08	-2.688505056219759e-07	-3.4552099950211495e-07	1.3733903308326723e-07
cg24968629	-2.9726874843705177e-07	-2.274163680227037e-07	5.024045312816174e-09	4.5800353466074473e-07	8.484840403904515e-06
cg06728252	4.878708290412259e-09	2.875108545108071e-08	-2.782614116989858e-07	-9.677899429893273e-07	-5.1854098554282575e-06
cg00665492	1.606095648782002e-05	-2.8444170864432294e-05	1.7112948349513602e-05	-0.00013073516255985852	-0.00042641158590597475
cg08323075	1.1004880878337509e-07	-1.243711266241121e-07	-1.3453041627866647e-05	-1.3389940677086542e-05	2.8750717822774163e-05
cg01565320	-2.7348228570645006e-08	-7.351669543620432e-06	1.4523229382277236e-05	3.1887813779007954e-05	4.1470844393920454e-06
cg23286646	-0.00046778541781350213	9.202326208651357e-05	-0.005436709535199497	-0.000974335963106796	0.07042027395864807
cg09859398	-2.4950429660108852e-08	-4.4731033277956025e-08	3.087345312796641e-07	1.0510329472190882e-07	2.0029770810225944e-07
cg03048083	9.474423220268591e-05	-9.972008970521529e-05	0.00013251008636132157	-0.0001523996319878762	0.00036320866354344616
cg01163842	-1.1293673323180542e-05	5.392530487604575e-06	2.191239572233883e-05	-0.00013799575374832785	0.0002586718418103828
cg07302069	-4.300577198591782e-05	-0.00023542131348563088	0.0031355632799602517	-0.0024942320777881833	-0.13302356494965806
cg15778745	-7.55214124794179e-05	-7.593926642996962e-05	-3.101675550065686e-07	-0.00011848774043528465	-0.0008466322828719086
cg22784954	-2.108936888844948e-08	-3.835794390702474e-07	1.763206826591035e-07	1.642800670036415e-06	4.098755578596514e-06
cg25066665	-9.802537891459906e-05	-2.8139248569374332e-05	-0.00015810445323836576	-0.0005046931642664277	0.006598109423834728
cg05033333	-1.5731344525704573e-07	1.816561852940879e-08	3.7466673477881683e-06	2.6914263937527495e-08	5.78543771052864e-05
cg17526573	-6.271222642224502e-08	-9.625443420951951e-08	3.3613631595930113e-08	1.6138790001629655e-06	5.489280223549414e-07
cg13484549	-2.0003146146252425e-07	7.966900853872277e-09	6.898055691033702e-07	-2.3056257614229026e-09	7.913528257776915e-06
cg24757310	8.126352757820143e-08	1.6941719039320623e-08	-1.094501767233691e-06	2.589702359934165e-07	-3.199638743185851e-05
cg16364121	-4.987297553105119e-08	-2.0418278648515198e-07	-5.566571856327474e-07	-4.058043571875114e-07	4.947432336367352e-05
cg13885357	-5.418105920005356e-06	1.5578330600192203e-05	-8.662361864295143e-05	-0.0008678977582934522	-0.013145569343237185
cg23064609	-3.352690584812468e-07	-1.3856555172858664e-08	-6.720719256020358e-07	1.530668559934778e-07	5.1355687913040226e-06
cg20659435	-0.0008487265059272886	0.00024761458857028626	0.00234475310483333	0.011426297519560648	0.07912949544576123
cg02837536	-9.212959989044617e-08	-9.954574629982006e-09	2.1618527190890926e-07	5.55229262069537e-07	2.5150793521132586e-05
cg12473406	6.975095327987901e-08	-1.564909344042853e-07	2.2143248422368256e-07	-2.57481763520917e-06	5.855262260558991e-06
cg05090759	-2.3192841923425077e-06	-1.8286082664022983e-05	7.009436000485536e-05	0.0005400171247845264	0.000386185259911187
cg15044248	-1.433185408952764e-07	4.429387139348595e-08	1.5577154926713076e-08	-2.010281117154067e-08	-4.840044565118661e-07
cg25485875	-8.130398514286097e-08	-2.0928296784739063e-08	2.0891326280164657e-08	4.026790893374433e-06	-4.8371258592361245e-06
cg07962143	-4.299627012775611e-09	-7.713318416032595e-08	2.45433288903682e-07	1.339345023682048e-07	1.8854683853055664e-05
cg03225210	6.234488838175595e-08	8.302685842759283e-08	-1.373961948014646e-07	1.1542583782664373e-08	-1.8176325898000555e-05
cg06282270	-8.416289679291644e-08	-7.5072825589384e-09	-1.3229614002352453e-07	-2.228042263879848e-10	-3.5398610599997327e-06
cg19839798	-6.730828806880695e-09	-7.754374565072108e-08	3.5104664695612133e-07	-6.531082949479128e-07	-3.127463344598791e-07
cg16734433	-3.712796594457224e-07	2.4448598484050342e-08	2.127313713573553e-07	-1.8859909665103203e-08	6.973654921623995e-06
cg11267955	-6.035998324094294e-07	-6.953064997605729e-07	-1.7849858164799976e-08	-1.0321806366730968e-07	3.396066016825294e-07
cg19074340	-1.456789960929683e-07	-7.151979695710354e-08	-2.1691160520864727e-07	-4.765394701254991e-07	-3.5866519468519264e-07
cg03278514	-1.4778528917014365e-07	-5.009479977953479e-09	4.1121779292260796e-07	-9.449192536381545e-07	2.1087815124372076e-05
cg25407979	-5.103634999681361e-06	-1.5126283454916858e-06	2.2823014406672115e-05	-8.488893484326355e-07	0.0007459069302435495
cg15690342	-0.00013926898983982028	-1.8145677743461874e-05	0.0007663637675924662	7.050263095266018e-05	0.014456195503598793
cg10501210	-2.718048295147213e-07	1.0617053399636367e-08	9.502370166798724e-07	2.4628477931994825e-07	3.058319682787136e-05
cg04646987	-2.1705933626936515e-07	2.143733364434741e-08	-8.378744071835254e-08	-5.229098332648619e-06	2.4552532196135958e-05
cg08068820	-6.982735366335646e-05	-3.4471446233510506e-05	-6.25615396484136e-05	0.0012482325622158897	0.0011404368028641442
cg08000684	-3.523968200482841e-05	-4.9854508379780785e-05	-8.58849390099814e-05	-0.0005501381661565574	-0.006304783381993957
cg02486855	-1.9731744630102632e-07	2.119415270666891e-07	-2.382633617611929e-07	-1.2759188040156743e-06	-8.261458138986155e-07
cg05659097	-5.872581217702955e-08	2.1429575212394968e-08	-5.016800030797908e-07	5.471685370963541e-06	-1.3908044231593087e-05
cg09285851	-3.130424203123816e-07	-9.725003519062136e-08	4.26301777706195e-07	4.751954544068848e-07	-4.757138951878848e-07
cg02423318	-2.862942946207925e-07	2.9687290751811978e-08	3.525931312187147e-07	1.7609950577668343e-06	3.469790116772064e-05
cg18147485	-2.1588857550991492e-07	-1.78137047457394e-07	-2.6989024862755786e-07	-1.3802431346332521e-06	-1.2924351163767084e-06
cg16729415	-5.6484853162355744e-08	-8.603803209848716e-09	-3.111209683753086e-08	7.373543680649908e-07	-1.4453055247060086e-06
cg04407470	-1.5559670770386448e-05	1.0193096671358148e-05	8.39173272704663e-05	1.1588830345843348e-05	-0.0007526410384579663
cg17935217	2.463969544097555e-07	1.1947438112620834e-08	-5.764572079069996e-07	4.360801650031831e-06	-1.3092947314781167e-05
cg07371589	-4.0780071696246975e-05	-0.00010506234116292035	1.2967267958288175e-05	0.00033442051389556584	-0.006436117651718405
cg06401021	-3.32020032260516e-05	-6.37133822931446e-05	-8.308191548138666e-06	-0.005224030948697873	0.0005966327512118142
cg18320766	-0.0009821081760037487	-0.0001665025497868555	-0.00043111043680767126	0.014056406850577331	-0.009878210303586456
cg24104567	-7.695298219076441e-08	-6.862064382412436e-09	2.9604432490986516e-08	-2.77445872032267e-07	-7.791545772317665e-07
cg11693285	-3.053729426483187e-07	1.6284686370382496e-07	1.1188337191242458e-07	7.170443387582992e-07	-9.646182506114487e-06
cg19429281	-8.85464313734019e-05	-4.264642312932665e-05	0.00015475360181998354	0.0014288322331833568	0.00832021834607076
cg06368590	-0.0003176069041293772	-0.00012621754542578855	-0.0024505037536957275	0.0009835458540715081	-0.007599815899520763
cg00106345	6.496926260791957e-08	4.137401891535219e-08	-1.3522949163297105e-06	1.37120755417941e-07	2.6033843466732876e-05
cg23460843	-1.2097115415277137e-07	-2.5271694944734023e-07	-2.5324891692601883e-07	-4.0001169449695174e-07	-7.9387965354491e-07
cg14285533	5.062578628187153e-07	1.451104064358333e-06	-0.00015114436072707348	0.00016873709338710796	0.006915110251695467
cg14715697	-2.3185170495571006e-08	4.803938445319123e-08	-5.015518946660525e-07	6.962597358117773e-07	-5.023592733110482e-06
cg04131969	-3.6009023080818545e-07	4.2469986053284006e-07	-2.2109464190798177e-05	-0.0004179349445089997	0.0002617004414366697
cg16964348	-6.035127940009488e-06	-6.1441139127271785e-06	-1.0128176861385895e-05	-9.603437714552853e-05	-0.0027894114739989108
cg20525461	3.5566922115815025e-08	-8.709086748992512e-10	-1.31227122023847e-07	-1.4920413205191282e-07	-8.671558758643547e-08
cg08711175	-1.4749679997986404e-07	3.1019410704378676e-08	1.4403345383273702e-07	-2.4519911960118723e-06	1.1735690780206864e-06
cg22156300	-8.015748493575004e-06	-4.25484244864105e-06	1.965128071015343e-06	1.5024827129934693e-05	-0.0005176253065081182
cg21127079	-1.2772158600988792e-05	2.7724973908682673e-07	-7.973090940858185e-06	2.9587011820453314e-05	-0.0004865968575550994
cg01315092	2.612369604693132e-08	5.5890539347736025e-08	-2.542733325200386e-08	1.3161271715378399e-06	-3.861549592330427e-05
cg02637318	-3.5082808481079477e-07	1.8870868073062042e-07	2.1511275149675713e-06	-2.9332094691580933e-06	-2.3481294145266675e-06
cg05528899	1.2194312322133526e-07	-6.63016252711035e-08	-2.4948545983873027e-08	-8.02890622633612e-06	-8.412677271552038e-07
cg17342973	1.851102284983197e-08	-4.470380408891361e-08	6.816555218902565e-07	-8.736211618909362e-07	4.3896300909062464e-06
cg22848598	-1.654920098786761e-05	6.390190340255231e-06	8.792486976352265e-05	5.1661721954410214e-05	-8.41084221196553e-05
cg26001902	-0.00019932924912382076	-5.889829865168395e-05	6.299641269379208e-05	-0.002272312086643069	0.06365189250695039
cg22001496	-3.9169894838764205e-09	-1.7910451575384178e-08	2.1492453132987422e-07	3.836075237062531e-06	-1.964298477091786e-07
cg01252526	-7.5490724438243e-08	8.902015870941581e-09	3.662827554840042e-07	7.272156483550951e-07	2.039715959994082e-05
cg07458308	-2.2489817523702048e-08	-1.3990761196236433e-08	7.101863245706497e-08	-4.445813091806805e-06	2.559651705586141e-05
cg26246807	-6.441331905193693e-08	-1.6360987579788766e-07	1.601342373326875e-06	4.53482476683309e-07	3.449538152687559e-05
cg25208017	-1.2960076421819623e-07	-8.056146267004794e-08	-1.3073788526989095e-07	1.0209105043890166e-06	-7.074332258611174e-08
cg14458834	-0.001273487551287076	-0.00031923158264930864	1.727598456909618e-05	-0.0032132216948957647	-0.0041296509215953845
cg15922174	-3.5079818346939185e-07	6.195189762581154e-09	-2.743014530415255e-07	-1.7176087469028546e-06	3.243691200695009e-05
cg17239236	-3.7162931101519803e-06	-5.736649884537926e-06	-7.671070481407582e-06	-4.716393818483766e-05	8.916421454340906e-05
cg09418984	-4.290791090738599e-08	-1.2505496674641847e-07	2.576484076666219e-07	4.5864645516480176e-08	3.243521514120648e-05
cg03117976	2.1678208989017733e-08	-1.1018296622922196e-07	-5.576394931747219e-08	-2.8999955003466973e-07	2.64637419252578e-05
cg04689080	-1.3953376466036004e-07	-6.02404123162259e-08	-3.418754151995884e-08	-2.7138099365942027e-07	-2.3977916926201105e-05
cg08597761	-2.795757650346786e-06	-3.5818535029932266e-05	0.00016563274600557066	-0.00016267864928408925	-0.0007591467201663704
cg20985450	8.54814211309618e-08	-9.573171420806936e-08	3.1092909984149156e-07	-1.6146188139238432e-07	5.800931769316814e-06
cg18823007	-0.0002450005851376602	-9.636410540679207e-05	-2.9806960679792382e-05	-0.0008459520897758921	-0.02279083863180176
cg01324372	-4.243304461652997e-05	9.379415716068706e-06	1.4377678504757797e-05	0.00036827106079044823	0.01340817394485157
cg04387835	-1.4534842010249792e-07	3.977085910378264e-08	2.750575700483093e-07	-1.6549285264577662e-06	-4.673192944714272e-06
cg26884027	-0.00042153000589223666	7.578085385375743e-06	0.0004083957866984633	0.0008583384468374788	0.06819814267217111
cg27341866	-1.2403363455650364e-07	4.723486460550541e-08	2.328134893034295e-07	2.015664122367866e-06	1.1251711368023276e-05
cg10828660	-4.000844954610283e-08	-9.14998341683404e-08	1.5443601930592576e-07	-8.438347956074565e-07	4.991530482436092e-05
cg11146691	-2.515804496358576e-07	-3.471004431127023e-08	3.3794311078347294e-07	2.0139709563737895e-06	-1.7427256071541607e-05
cg25999637	-0.0019221116283461015	-0.000676068911029688	9.747000218851554e-05	0.0027475165074565665	-0.026113512480978898
cg12222949	-7.257405346962287e-05	2.9028294992485826e-05	0.00021246882276841462	0.0007737787673312369	0.006043396313290259
cg25114913	-2.5284159509055826e-05	-7.829022779006323e-05	7.039574190095265e-05	0.0005468294452975897	0.01949069919648764
cg08599635	5.913158277548805e-09	-1.0465645205737229e-08	2.5334596614745575e-08	-6.16363489316929e-07	1.4045969533299368e-05
cg22474464	-2.243133406440445e-07	-2.8930238783669846e-07	-6.516017340474356e-08	1.5879290601694685e-06	-8.470451747305401e-06
cg01972418	-4.3894520820941804e-06	-7.482327279859646e-06	-0.00012406603803412963	-0.0001588276081758977	-0.002464013206539164
cg08231710	2.2059327640100433e-08	8.434390468606539e-09	-4.187179436176969e-08	6.364636413763724e-07	-8.87424045325047e-06
cg26631039	-0.0004513277284922879	0.0001453180623781236	0.0003332517979469429	0.0034165236366243334	-0.013378996549544449
cg22126211	-6.172808019511144e-08	-1.7097188852344126e-07	1.295250612769472e-06	2.7643530511323176e-08	7.470282197470368e-06
cg02435495	-2.0702193470584217e-07	3.1735944480970615e-08	1.8844569155018753e-07	2.163669483838948e-06	1.0053874110749206e-06
cg21453451	-7.724567711697716e-08	-1.0102745530024548e-07	1.8059950027238258e-07	5.768267911995806e-07	-2.2627227289462316e-07
cg16620382	1.3189358585297128e-08	1.727219211772324e-07	4.704141616406962e-07	-1.61712826785676e-06	4.231964864320759e-06
cg14732324	9.969773837548157e-08	-4.537420655412183e-08	-7.67692764266914e-08	-1.8748673917290404e-06	-2.575070418219666e-07
cg10732215	-3.128309367395055e-07	-4.926810621627698e-10	3.6081918259878164e-08	3.949209219955563e-07	-1.3767076056413473e-05
cg23478547	7.345983409151602e-08	-7.051045381123444e-08	1.8732991374987782e-07	1.7217987800355328e-07	6.153113415986012e-05
cg20141578	-1.3174871007382017e-07	1.2515107867440157e-08	8.978191889569276e-07	-4.839721402993824e-07	4.690013196999402e-06
cg03804136	-1.1887271421533174e-07	5.97338552993376e-08	8.82288525824379e-08	-1.1274547112805067e-07	-1.209658380616485e-06
cg16252110	-1.2838123678957092e-07	8.269686729289738e-09	-2.5138149423713923e-08	3.4575662111402394e-07	4.725773177056969e-07
cg23881926	4.78487456351262e-08	-1.9741258417638185e-07	-4.5905351591241096e-08	2.4187041199397187e-06	3.0111425629169852e-05
cg04499325	4.77983040854113e-07	1.1001891577822054e-07	-1.2205197174819383e-06	3.097219717147937e-05	-2.535896037866303e-06
cg06573787	2.2633887061807024e-08	-3.615723729638934e-08	-6.74533996623556e-08	-1.399644027383351e-07	-3.5581082994839976e-07
cg11595545	-2.6046840840843187e-07	-2.0510625401648496e-07	1.751955203077582e-08	5.056912721190798e-07	-6.870346876699518e-06
cg05037927	-3.844623134652281e-07	-7.114089769544307e-07	1.9257052165877476e-06	7.527182806370547e-06	-0.000956557148116417
cg10788618	-0.00021145938974882484	4.8975540395872484e-05	-0.0008871573458839065	-0.0010647561604639577	-0.06096350002461044
cg14103680	4.898711622791651e-08	-8.235966535125038e-08	2.8494171602500007e-08	-8.15302631513859e-07	2.4312663343177832e-05
cg16239482	-5.966266443033774e-06	2.6422876723858346e-07	-1.2442890473710611e-05	-2.214803150906164e-06	-0.0001798413479165184
cg10286969	-7.255960226881797e-08	-2.979883947831774e-08	-6.981853322329812e-07	-1.1548793175997218e-06	-5.9626832791008776e-05
cg11599864	-2.8528846358066853e-07	5.130992937470852e-08	-7.654840897719506e-07	8.593208626983539e-07	-7.636614369503289e-06
cg19486070	-9.358824273802968e-08	-3.332624492091707e-08	-2.476116312710719e-07	-3.3238568039895e-06	5.35100063337457e-07
cg20691436	-0.00010019280657616036	1.3849657558604456e-05	2.302350456503177e-05	0.0003056876928008023	-0.0028895868885113886
cg09684233	-1.1073404293515665e-07	1.610492539078079e-07	-7.488595738303073e-07	4.436543018453421e-06	-4.4636637131487825e-05
cg20634967	-1.3057434960899172e-05	-4.763058759976957e-05	0.0001613729071565473	-0.0007340077785192989	0.05665884309337116
cg19480724	-0.003063358562421854	-0.0011888409477342065	0.0006451297270314171	0.006935962762472627	-0.06505610850891685
cg24545961	2.9319686944973e-09	-7.45077628733215e-09	-1.6878201159614692e-08	3.8482630568292816e-06	-1.1246955369426104e-06
cg23279522	-2.279266004762137e-07	2.3713814871206828e-07	3.735006220129122e-07	-3.896374738419084e-06	4.3222924398273186e-05
cg20564892	8.690515917164632e-05	-0.00011175984907254133	-1.0687586570981011e-05	-0.0033701653133812216	-0.031425873129587674
cg09527126	-8.190008369837187e-06	-7.94059438618433e-06	0.00028041873729591773	-7.002778113701424e-05	0.0037765889147081564
cg05905176	6.874670256229454e-08	3.4444063600758135e-08	-5.1999774622138735e-08	-2.764811348832108e-07	-7.504050596157664e-07
cg25317585	-1.471332074742815e-07	-3.873850565438985e-08	-1.2792688892940274e-07	-7.690643301491718e-07	-1.6895247920090116e-07
cg14491820	-1.9840710580362047e-08	6.230147705954536e-08	4.5131741370010855e-08	-2.2377512150451029e-07	-2.23808173155593e-06
cg17025835	-1.224031835590722e-05	6.2775937590231475e-06	-7.923451106819358e-06	-0.0006388855783347935	-0.00032736576238438173
cg22348992	-1.9209129242747646e-07	1.5885592527468268e-08	-3.1772249190747256e-07	2.246433607968612e-06	2.3574324251840474e-06
cg27576485	-1.1751251332375867e-07	-3.291075189211512e-08	-1.4810664874631563e-07	4.711298703696798e-07	2.070454255932219e-05
cg02511231	-4.3930779562162404e-08	1.9294397977764887e-07	-1.7982412320045882e-07	-8.273368323902242e-08	-2.0680318175698708e-05
cg12373617	-5.346758689961373e-09	-1.2500192632103334e-07	7.64278710124744e-08	-1.460176669842994e-07	-3.176280985761615e-07
cg14419975	2.62328672562262e-08	1.008297283087295e-08	1.7749987978765703e-07	6.925688294681653e-07	1.1462632054112798e-06
cg04067139	-0.0002003757331466538	-0.00012371494296054664	-0.00012279847937286093	-0.0008240245141533365	-1.76376009494561e-05
cg15994026	-2.0598323256848518e-07	-1.1475127835541138e-07	-6.088269389614709e-07	-1.002260580689196e-06	-1.659911869893449e-05
cg25718467	-7.934016074173655e-07	-5.714837881143353e-07	4.428461629464586e-07	-3.7658948589092132e-06	-6.96675469022634e-06
cg01753252	1.6489836248467783e-07	-2.0744129216737628e-08	2.8290549882320492e-08	-1.8060378921130883e-07	-1.108148565807418e-05
cg21773872	-7.204681067322569e-09	-9.851729042000771e-09	9.173788152572193e-08	-4.581543591025694e-07	2.3677200924054897e-07
